SeqNO.	Comp.Result	Di-pep.Result	part-Comp.Result	chemo-type.Result	Neighbor	#Combined:	extra	outer	peri	inner	cyto	#Most-likely-Location	#SeqName
#392	Periplasmic	Periplasmic	Cytoplasmic	InnerMembrane	Periplasmic	:	0.2515581	0.22520431	2.357882	0.58444567	1.580912	Periplasmic	EnrFe2_bin_4___c_000000002341_1
#393	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	0.6958015	0.194085485	3.747959	0.05502056	0.3071337	Periplasmic	EnrFe2_bin_4___c_000000002704_3
#394	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	1.0854727	0.28696444	3.359953	0.077406645	0.19020458	Periplasmic	EnrFe2_bin_4___c_000000004424_1
#395	Periplasmic	InnerMembrane	InnerMembrane	Periplasmic	Periplasmic	:	0.056846516	0.068904228	2.173212	1.695435	1.0056018	Periplasmic	EnrFe2_bin_4___c_000000005060_5
#396	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.19793145	0.134582559	4.02113	0.077966731	0.56838892	Periplasmic	EnrD2m_bin_35___c_000000000054_27
#397	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.06993279	0.230358182	3.475411	0.87512711	0.34917215	Periplasmic	EnrD2m_bin_35___c_000000000097_81
#398	Extracellular	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	1.1231918	0.47874805	3.080221	0.15301417	0.16482582	Periplasmic	EnrD2m_bin_35___c_000000000158_5
#399	Periplasmic	Extracellular	Periplasmic	OuterMembrane	Periplasmic	:	0.7557768	0.6951469858	2.4473501	0.691276668	0.4104481	Periplasmic	EnrD2m_bin_35___c_000000000158_7
#400	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.02125563	0.0493218479	3.025437	0.01851141	1.885473	Periplasmic	EnrD2m_bin_35___c_000000000166_31
#401	Cytoplasmic	InnerMembrane	Cytoplasmic	Cytoplasmic	Cytoplasmic	:	0.07718319	0.10626563	1.140543	0.9651942	2.710816	Cytoplasmic	EnrD2m_bin_35___c_000000000452_7
#402	Periplasmic	InnerMembrane	Cytoplasmic	InnerMembrane	Periplasmic	:	0.1815054	0.13165881	1.5379852	1.5711058	1.577746	Cytoplasmic	EnrD2m_bin_35___c_000000000452_8
#403	Extracellular	Extracellular	Extracellular	OuterMembrane	Periplasmic	:	2.433192	0.787641806	1.0688503	0.459303403	0.251012286	Extracellular	EnrD2m_bin_35___c_000000000631_21
#404	Cytoplasmic	InnerMembrane	Periplasmic	InnerMembrane	Periplasmic	:	0.04248134	0.094548182	1.939638	1.5538607	1.36947201	Periplasmic	EnrD2m_bin_35___c_000000001567_17
#405	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.2158677	0.0481289729	4.466688	0.0491910135	0.220123114	Periplasmic	EnrD2m_bin_35___c_000000007044_1
#406	Periplasmic	Periplasmic	Periplasmic	InnerMembrane	Periplasmic	:	0.08127696	0.268296832	3.895177	0.58505925	0.17018881	Periplasmic	EnrBtr_bin_8___c_000000000001_122
#407	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.7765954	0.26743927	3.659089	0.05916217	0.2377128	Periplasmic	EnrBtr_bin_8___c_000000000009_42
#408	Periplasmic	Periplasmic	Periplasmic	OuterMembrane	Periplasmic	:	1.071291	0.8010883	2.975937	0.0977147	0.05396908	Periplasmic	EnrD2m_bin_2___c_000000000240_21
#409	Periplasmic	Periplasmic	Periplasmic	Extracellular	Periplasmic	:	1.0990793	0.15847368	3.233406	0.114348315	0.39469201	Periplasmic	EnrD2m_bin_2___c_000000010524_6
#410	Periplasmic	Extracellular	Extracellular	Extracellular	Periplasmic	:	2.2363	0.14024632	2.204762	0.09622273	0.32247093	Extracellular	EnrD2m_bin_29___c_000000000347_33
#411	Periplasmic	OuterMembrane	Periplasmic	OuterMembrane	Periplasmic	:	0.2291222	1.0038101	2.86438	0.24300308	0.6596834	Periplasmic	2593339184___TH03520DRAFT_TH03520_TBL_comb47_HYPODRAFT_10000450.8_9
#412	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.3326698	0.312914562	4.033665	0.12169514	0.19905605	Periplasmic	2593339184___TH03520DRAFT_TH03520_TBL_comb47_HYPODRAFT_10002330.38_2
#413	Periplasmic	Periplasmic	Cytoplasmic	InnerMembrane	Periplasmic	:	0.1824474	0.14569593	1.640243	1.04542099	1.986194	Cytoplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10009021.23_8
#414	Periplasmic	InnerMembrane	Cytoplasmic	InnerMembrane	Periplasmic	:	0.2154633	0.16966897	1.595964	1.6096177	1.4092877	InnerMembrane	2582580662___TH254DRAFT_TBhypo_metabat_254_10009021.23_9
#415	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.5313297	0.06951284	4.138857	0.05393125	0.20636967	Periplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10013542.29_1
#416	Periplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.01656952	0.0224761445	3.631383	0.02018418	1.3093867	Periplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10006972.51_10
#417	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.566349	0.67216676	0.2547287	0.413863429	0.092892255	Extracellular	2582580662___TH254DRAFT_TBhypo_metabat_254_10009004.53_7
#418	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.33773067	0.354221475	4.08486	0.06538962	0.15779784	Periplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10001119.68_19
#419	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.29857266	0.126090019	4.386383	0.079917061	0.10903796	Periplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10008939.103_7
#420	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.27133422	0.042376044	3.605654	0.2657074	0.8149288	Periplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10008196.105_4
#421	Cytoplasmic	Cytoplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.07307712	0.131399498	2.124664	1.1027083	1.5681525	Periplasmic	2582580662___TH254DRAFT_TBhypo_metabat_254_10000834.161_21
#422	Extracellular	Extracellular	Extracellular	OuterMembrane	Extracellular	:	3.489514	0.73209679	0.27139436	0.419226796	0.0877680764	Extracellular	2582580662___TH254DRAFT_TBhypo_metabat_254_10003497.185_1
#423	Periplasmic	Periplasmic	Periplasmic	Periplasmic	Periplasmic	:	0.39153259	0.1490650613	4.377244	0.0234247124	0.05873317	Periplasmic	2582580637___TE4548DRAFT_TBepi_metabat_4548_1003073.109_1
